year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,86673.6824286,64138.5249972
2018,86673.6824286,64138.5249972
2019,86673.6824286,64138.5249972
2020,86673.6824286,64138.5249972
2021,86673.6824286,64138.5249972
2022,86673.6824286,64138.5249972
2023,86673.6824286,64138.5249972
2024,86673.6824286,64138.5249972
2025,86673.6824286,64138.5249972
2026,86673.6824286,64138.5249972
2027,86673.6824286,64138.5249972
2028,86673.6824286,64138.5249972
2029,86673.6824286,64138.5249972
2030,86673.6824286,64138.5249972
2031,86673.6824286,64138.5249972
