year,Base case cost,Modeled water and wastewater efficiency
2017,26877.5670064,23168.3856558
2018,28620.2486843,24313.9544437
2019,31039.8886801,25904.6570533
2020,32218.8397853,26679.628402
2021,33003.0947834,27195.098151
2022,33618.7970446,27599.7712888
2023,34065.4935028,27893.3313579
2024,34399.8456947,28113.0410071
2025,34846.8622031,28406.828333
2026,35350.243878,28737.6793164
2027,35797.138091,29031.3884977
2028,36131.2914952,29250.9714766
2029,36637.2926509,29583.6349108
2030,36918.2951052,29768.3730223
2031,37479.8053976,30137.5098462
