year,Base case cost,Modeled wind power
2019,360912.694514,607277.003411
2020,383868.649543,623745.851798
2021,400661.494164,635959.56232
2022,413759.586722,645623.304303
2023,423116.214516,652690.365047
2024,431251.638889,658917.816878
2025,440727.643581,666104.25452
2026,452853.667113,675177.521985
2027,462464.619602,682498.907425
2028,471101.278652,689227.593933
2029,482419.09834,697874.252064
2030,489593.575758,703522.351448
2031,501054.49943,712312.113562
2032,513639.493768,721844.351833
2033,526014.651695,731166.753694
2034,538460.990879,740560.336811
2035,547259.290697,747450.664087
2036,560149.029787,757287.647111
2037,569066.706503,764297.351285
2038,581788.873053,773966.761769
