year,Base case cost,Modeled non-residential energy efficiency
2017,796894.204594,855298.479052
2018,843359.199069,897791.158661
2019,905312.525035,954448.064807
2020,934568.262296,981202.714931
2021,955219.370952,1000088.35031
2022,970707.702443,1014252.57685
2023,981033.256771,1023695.39454
2024,989637.885377,1031564.40928
2025,999963.439705,1041007.22697
2026,1013730.84548,1053597.65056
2027,1024056.3998,1063040.46825
2028,1032661.02841,1070909.48299
2029,1044707.50846,1081926.10363
2030,1051591.21134,1088221.31543
2031,1063637.69139,1099237.93607
