year,Base case diesel consumed,Modeled non-residential ashp
2017,188123.090525,155535.84623
2018,192145.354525,159558.11023
2019,194826.863858,162239.619564
2020,198849.127858,166261.883564
2021,201530.637191,168943.392897
2022,205552.901191,172965.656897
2023,208234.410525,175647.16623
2024,212256.674525,179669.43023
2025,216278.938525,183691.69423
2026,218960.447858,186373.203564
2027,222982.711858,190395.467564
2028,227004.975858,194417.731564
2029,231027.239858,198439.995564
2030,233708.749191,201121.504897
2031,237731.013191,205143.768897
