year,Base case cost,Modeled non-residential energy efficiency
2017,1383619.51677,1499098.53974
2018,1490676.12923,1600566.85326
2019,1637174.65154,1741608.05216
2020,1704789.35415,1803893.33742
2021,1752683.10183,1846582.57589
2022,1786490.45313,1875307.39866
2023,1811845.96661,1895699.50562
2024,1831566.92154,1910573.38359
2025,1856922.43502,1931195.42351
2026,1887912.50704,1957562.96295
2027,1910450.74125,1975587.00512
2028,1932988.97545,1993716.84842
2029,1961161.7682,2017584.57224
2030,1975248.16458,2027466.79951
2031,2006238.23661,2054351.23784
