year,Base case diesel consumed,Modeled residential ashp
2017,623.350039858,293.934971306
2018,635.925569583,306.510501031
2019,642.213334446,312.798265894
2020,654.78886417,325.373795619
2021,661.076629033,331.661560481
2022,667.364393895,337.949325344
2023,673.652158758,344.237090206
2024,679.93992362,350.524855068
2025,692.515453345,363.100384793
2026,698.803218208,369.388149656
2027,705.09098307,375.675914518
2028,711.378747932,381.963679381
2029,717.666512795,388.251444243
2030,723.954277657,394.539209105
2031,730.24204252,400.826973968
