year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,281727.92753,208478.666372
2018,281727.92753,208478.666372
2019,281727.92753,208478.666372
2020,281727.92753,208478.666372
2021,281727.92753,208478.666372
2022,281727.92753,208478.666372
2023,281727.92753,208478.666372
2024,281727.92753,208478.666372
2025,281727.92753,208478.666372
2026,281727.92753,208478.666372
2027,281727.92753,208478.666372
2028,281727.92753,208478.666372
2029,281727.92753,208478.666372
2030,281727.92753,208478.666372
2031,281727.92753,208478.666372
