year,Base case cost,Modeled residential energy efficiency
2017,150263.642937,326305.663628
2018,152865.026927,324721.187169
2019,154383.630375,322132.440778
2020,156911.015971,320683.985381
2021,158210.419009,318109.202562
2022,159478.244311,315599.698669
2023,160727.16112,313163.395351
2024,161963.472265,310803.212835
2025,164403.753896,309728.445847
2026,165670.680412,307559.798348
2027,166917.617624,305455.291352
2028,168165.572068,303430.104142
2029,169429.056717,301494.282986
2030,170657.212589,299604.387932
2031,171930.306073,297824.460042
