year,Base case cost,Modeled wind power
2019,420070.397356,545980.313314
2020,444659.884031,562187.965351
2021,462077.437092,572568.013632
2022,474372.180429,578810.705505
2023,483593.237932,582606.341243
2024,490765.171545,584799.021735
2025,499986.229048,588771.650018
2026,511256.410441,594522.176675
2027,519452.905999,597817.348096
2028,527649.401557,601193.960699
2029,537895.021005,606342.606898
2030,543017.830729,607337.669537
2031,554288.012121,613486.082815
2032,565558.193514,619708.566563
2033,576828.374906,626003.384673
2034,588098.556299,632368.842029
2035,596295.051857,636264.531626
2036,607565.233249,642766.339169
2037,614737.166863,645948.932907
2038,627031.9102,653427.024558
