year,Base case diesel consumed,Modeled residential ashp
2017,1510.44443311,-4170.68705151
2018,1510.44443311,-4170.68705151
2019,1238.5801962,-4442.55128842
2020,1238.5801962,-4442.55128842
2021,1238.5801962,-4442.55128842
2022,1238.5801962,-4442.55128842
2023,1238.5801962,-4442.55128842
2024,1238.5801962,-4442.55128842
2025,1238.5801962,-4442.55128842
2026,1238.5801962,-4442.55128842
2027,1238.5801962,-4442.55128842
2028,966.715959298,-4714.41552533
2029,966.715959298,-4714.41552533
2030,966.715959298,-4714.41552533
2031,966.715959298,-4714.41552533
