year,Base case diesel consumed,Modeled non-residential ashp
2017,1707.0761186,-2003.95891812
2018,1707.0761186,-2003.95891812
2019,1707.0761186,-2003.95891812
2020,1707.0761186,-2003.95891812
2021,1707.0761186,-2003.95891812
2022,1707.0761186,-2003.95891812
2023,1707.0761186,-2003.95891812
2024,1707.0761186,-2003.95891812
2025,1707.0761186,-2003.95891812
2026,1707.0761186,-2003.95891812
2027,1707.0761186,-2003.95891812
2028,1707.0761186,-2003.95891812
2029,1707.0761186,-2003.95891812
2030,1707.0761186,-2003.95891812
2031,1707.0761186,-2003.95891812
