year,Base case cost,Modeled residential energy efficiency
2017,634445.831913,631275.266575
2018,678770.126057,665286.213888
2019,738784.213022,712024.336809
2020,774205.692993,739545.162355
2021,801529.528618,760804.054236
2022,825486.194246,779519.066787
2023,845917.038961,795530.022304
2024,876894.71058,822402.648948
2025,896579.226729,838042.794205
2026,920565.190495,857285.496816
2027,942106.591628,874646.928314
2028,961097.66285,890019.965153
2029,984513.576847,909114.885298
2030,1003910.0893,925002.435548
2031,1027837.21181,944715.079942
