year,Base case diesel consumed,Modeled residential ashp
2017,11865.6043201,-67819.5398478
2018,12050.6284641,-67634.5157038
2019,12235.6526081,-67449.4915598
2020,12420.6767521,-67264.4674158
2021,12605.7008961,-67079.4432718
2022,12790.7250401,-66894.4191278
2023,12975.7491841,-66709.3949838
2024,13345.7974721,-66339.3466958
2025,13530.8216161,-66154.3225518
2026,13715.8457601,-65969.2984078
2027,13900.8699041,-65784.2742638
2028,14085.8940481,-65599.2501198
2029,14270.9181921,-65414.2259758
2030,14455.9423361,-65229.2018318
2031,14640.9664801,-65044.1776878
