year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,8933.58310744,5806.82901984
2018,8937.79647465,5809.56770852
2019,8942.11673066,5812.37587493
2020,8946.42124025,5815.17380616
2021,8950.62993691,5817.90945899
2022,8954.82235337,5820.63452969
2023,8958.96793093,5823.3291551
2024,8963.15621062,5826.0515369
2025,8967.33261378,5828.76619896
2026,8971.51622293,5831.4855449
2027,8975.60108337,5834.14070419
2028,8979.61762038,5836.75145325
2029,8984.24559871,5839.75963916
2030,8988.69996615,5842.654978
2031,8992.93174865,5845.40563662
