year,Base case cost,Modeled water and wastewater efficiency
2017,103893.247411,85693.4241284
2018,109570.127694,89403.1229723
2019,117577.706132,94759.9547752
2020,121531.104112,97270.2426233
2021,124132.029229,98835.123811
2022,126154.535959,99999.2135053
2023,127596.813245,100761.063905
2024,128847.694535,101394.213055
2025,130099.878897,102034.124256
2026,131936.775697,103091.29147
2027,133384.943067,103880.409138
2028,134444.21858,104401.231922
2029,136102.258293,105349.033371
2030,137174.136742,105889.397747
2031,138827.444611,106844.014542
