year,Base case diesel consumed,Modeled residential ashp
2017,6831.69354068,-20981.3736966
2018,7095.18644437,-20717.8807929
2019,7095.18644437,-20717.8807929
2020,7095.18644437,-20717.8807929
2021,7095.18644437,-20717.8807929
2022,7095.18644437,-20717.8807929
2023,7095.18644437,-20717.8807929
2024,7095.18644437,-20717.8807929
2025,7358.67934806,-20454.3878892
2026,7358.67934806,-20454.3878892
2027,7358.67934806,-20454.3878892
2028,7358.67934806,-20454.3878892
2029,7622.17225176,-20190.8949855
2030,7622.17225176,-20190.8949855
2031,7622.17225176,-20190.8949855
