year,Base case diesel consumed,Modeled non-residential ashp
2017,8413.09018918,-9876.23632732
2018,8413.09018918,-9876.23632732
2019,8413.09018918,-9876.23632732
2020,8413.09018918,-9876.23632732
2021,8413.09018918,-9876.23632732
2022,8413.09018918,-9876.23632732
2023,8413.09018918,-9876.23632732
2024,8413.09018918,-9876.23632732
2025,8413.09018918,-9876.23632732
2026,8413.09018918,-9876.23632732
2027,8413.09018918,-9876.23632732
2028,8413.09018918,-9876.23632732
2029,8413.09018918,-9876.23632732
2030,8413.09018918,-9876.23632732
2031,8413.09018918,-9876.23632732
