year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,145327.708696,107542.504435
2018,145327.708696,107542.504435
2019,145327.708696,107542.504435
2020,145327.708696,107542.504435
2021,145327.708696,107542.504435
2022,145327.708696,107542.504435
2023,145327.708696,107542.504435
2024,145327.708696,107542.504435
2025,145327.708696,107542.504435
2026,145327.708696,107542.504435
2027,145327.708696,107542.504435
2028,145327.708696,107542.504435
2029,145327.708696,107542.504435
2030,145327.708696,107542.504435
2031,145327.708696,107542.504435
