year,Base case diesel consumed,Modeled non-residential ashp
2017,20055.2238001,-23543.0887652
2018,20055.2238001,-23543.0887652
2019,20055.2238001,-23543.0887652
2020,20055.2238001,-23543.0887652
2021,20055.2238001,-23543.0887652
2022,20055.2238001,-23543.0887652
2023,20055.2238001,-23543.0887652
2024,20055.2238001,-23543.0887652
2025,20055.2238001,-23543.0887652
2026,20055.2238001,-23543.0887652
2027,20055.2238001,-23543.0887652
2028,20055.2238001,-23543.0887652
2029,20055.2238001,-23543.0887652
2030,20055.2238001,-23543.0887652
2031,20055.2238001,-23543.0887652
