year,Base case cost,Modeled residential energy efficiency
2017,1432067.8059,1349944.23248
2018,1505299.89964,1412055.71783
2019,1586927.23388,1479766.59661
2020,1626040.33153,1510971.04925
2021,1651548.87348,1530531.81861
2022,1671955.70704,1545760.54135
2023,1685560.26275,1555193.31634
2024,1695763.67953,1561754.05736
2025,1709368.23523,1571291.89816
2026,1724673.3604,1582343.0273
2027,1752763.82677,1606466.97747
2028,1764767.92991,1614790.88389
2029,1780201.7768,1626115.79691
2030,1788776.13619,1631579.22608
2031,1805924.85496,1644472.16652
