year,Base case diesel consumed,Modeled diesel efficiency
2019,191753.487246,174321.352042
2020,191753.487246,174321.352042
2021,191821.436746,174383.124314
2022,191821.436746,174383.124314
2023,191821.436746,174383.124314
2024,191821.436746,174383.124314
2025,191821.436746,174383.124314
2026,191821.436746,174383.124314
2027,191889.386245,174444.896586
2028,191889.386245,174444.896586
2029,191957.335744,174506.668859
2030,191957.335744,174506.668859
2031,191957.335744,174506.668859
2032,192025.285244,174568.441131
2033,192093.234743,174630.213403
2034,192093.234743,174630.213403
2035,192093.234743,174630.213403
2036,192093.234743,174630.213403
2037,192093.234743,174630.213403
2038,192093.234743,174630.213403
