year,Base case cost,Modeled diesel efficiency
2019,872478.36697,1060471.10056
2020,916581.669037,1094299.95806
2021,945679.683156,1114634.48179
2022,968698.255565,1129585.63603
2023,984043.970505,1137701.50044
2024,995553.25671,1142466.45484
2025,1010898.97165,1150852.6194
2026,1028162.90096,1161113.03304
2027,1043878.26117,1170093.0175
2028,1057310.51821,1177121.82926
2029,1074961.08017,1188106.92493
2030,1084558.94696,1191890.00249
2031,1103754.68053,1204514.24784
2032,1121427.66582,1215867.29579
2033,1141033.81437,1229088.23276
2034,1160243.13785,1242056.29877
2035,1171768.73193,1248144.50656
2036,1190978.05541,1261320.80437
2037,1202503.64949,1267612.3636
2038,1223633.90531,1282733.54894
