year,Base case cost,Modeled non-residential energy efficiency
2017,1004000.0348,1013954.89
2018,1052201.07356,1055537.26158
2019,1116469.12523,1111977.12507
2020,1146817.92741,1137253.34309
2021,1168240.6113,1154374.2184
2022,1184307.62422,1166625.40195
2023,1195018.96616,1174005.46451
2024,1203945.08445,1179800.12484
2025,1214656.42639,1187295.13444
2026,1227152.992,1196489.16223
2027,1239649.5576,1205737.35109
2028,1248575.67589,1211751.31717
2029,1261072.24149,1221104.04975
2030,1268213.13612,1225576.55206
2031,1280709.70172,1235028.9853
