year,Base case cost,Modeled water and wastewater efficiency
2017,125608.248196,103869.516066
2018,131991.500627,109171.066549
2019,140450.891905,116206.760064
2020,144605.073745,119644.336603
2021,147624.221124,122133.776482
2022,149964.949004,124056.521126
2023,151621.795819,125408.254606
2024,153055.792978,126573.919475
2025,154722.432856,127934.180966
2026,156622.962762,129490.017963
2027,158522.826041,131045.76855
2028,159960.852019,132216.27448
2029,161903.142527,133805.964284
2030,163144.50231,134811.15346
2031,165070.272262,136388.747498
