year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,124743.83,16390.59,123727.31,197311.58
2018,126161.74,16406.62,123727.31,201039.25
2019,128002.1,16423.02,123727.31,204766.92
2020,129899.39,16439.42,123727.31,208494.59
2021,131567.61,16455.48,123727.31,212222.25
2022,133319.25,16471.48,123727.31,215949.92
2023,135066.49,16487.3,123727.31,219677.59
2024,136788.85,16503.25,123727.31,222162.7
2025,138529.27,16519.13,123727.31,225890.37
2026,140265.94,16534.96,123727.31,229618.04
2027,141999.09,16550.46,123727.31,233345.7
2028,143660.37,16565.71,123727.31,237073.37
2029,145546.81,16582.96,123727.31,240801.04
2030,147357.41,16599.64,123727.31,244528.71
2031,149093.21,16615.49,123727.31,248256.37
2032,150602.33,16629.4,123727.31,250741.48
2033,152035.97,16642.58,123727.31,254469.15
2034,153469.73,16655.64,123727.31,256954.26
2035,154903.41,16669.03,123727.31,259439.38
2036,156488.02,16683.07,123727.31,263167.04
2037,158072.65,16697.71,123727.31,266894.71
2038,159657.27,16711.91,123727.31,269379.82
2039,161090.97,16725.02,123727.31,271864.93
2040,162373.76,16737.26,123727.31,275592.6
