year,Base case cost,Modeled non-residential energy efficiency
2017,1396465.19852,1430306.24172
2018,1464110.89739,1487868.87083
2019,1554305.16255,1566209.81077
2020,1596896.89888,1601008.09897
2021,1626961.65393,1624420.60022
2022,1647004.82396,1638742.0684
2023,1664542.59775,1650861.49175
2024,1677069.57902,1658479.5529
2025,1692101.95655,1668485.34569
2026,1709639.73033,1680876.7457
2027,1724672.10785,1691057.49883
2028,1737199.08913,1699025.57905
2029,1754736.86291,1711670.27709
2030,1764758.44792,1717504.21206
2031,1782296.22171,1730308.03559
