year,annotation,Average Load
2003,,208.0
2004,,199.0
2005,,194.0
2006,,195.0
2007,,202.0
2008,,237.0
2009,,262.0
2010,,228.0
2011,,240.0
2012,,238.0
2013,,241.0
2014,,237.0
2015,,238.0
2016,start of forecast,241.0
2017,,243.0
2018,,245.0
2019,,246.0
2020,,248.0
2021,,250.0
2022,,251.0
2023,,252.0
2024,,254.0
2025,,255.0
2026,,257.0
2027,,258.0
2028,,259.0
2029,,261.0
2030,,262.0
2031,,264.0
2032,,265.0
2033,,266.0
2034,,267.0
2035,,269.0
2036,,270.0
2037,,271.0
2038,,273.0
2039,,274.0
2040,,275.0
