year,Base case cost,Modeled diesel efficiency
2019,405631.06527,634890.508135
2020,434011.379764,654453.255111
2021,454198.216519,666713.578277
2022,468604.469948,673861.591628
2023,482067.049073,680291.139121
2024,492444.511064,684052.186863
2025,504452.097515,689428.127081
2026,518121.566467,696444.714441
2027,530108.928915,702058.915685
2028,540708.438056,706535.26179
2029,554964.235725,714456.43404
2030,564758.446719,718439.711629
2031,578989.651056,726571.944898
2032,594348.757871,735842.166557
2033,609832.501839,745335.677561
2034,625444.12682,755052.849222
2035,636759.042909,760968.809709
2036,652902.60878,771376.881348
2037,662826.543443,776230.771658
2038,681116.708326,788788.010227
