year,Base case cost,Modeled residential energy efficiency
2017,1567248.12708,1538634.25478
2018,1671512.00035,1618919.20968
2019,1814620.557,1732420.65518
2020,1895131.97719,1795686.37621
2021,1962111.67077,1848781.60406
2022,2028416.79766,1903917.41032
2023,2081978.37739,1947093.57584
2024,2129822.13511,1985975.13015
2025,2181401.24504,2028084.16584
2026,2236861.78072,2073563.59833
2027,2289658.17011,2117150.00341
2028,2339644.33966,2158694.29573
2029,2397003.83129,2206449.2282
2030,2444569.31044,2246457.67366
2031,2503146.08152,2295666.43599
2032,2565993.80778,2348617.67115
2033,2617983.07435,2390821.90511
2034,2682259.07517,2445421.71954
2035,2736156.76937,2491677.37026
2036,2801844.81436,2547899.32785
