year,Base case diesel consumed,Modeled non-residential ashp
2017,171332.249548,119932.574735
2018,171332.249548,119932.574735
2019,171332.249548,119932.574735
2020,171332.249548,119932.574735
2021,171332.249548,119932.574735
2022,171332.249548,119932.574735
2023,171332.249548,119932.574735
2024,171332.249548,119932.574735
2025,171332.249548,119932.574735
2026,171332.249548,119932.574735
2027,171332.249548,119932.574735
2028,171332.249548,119932.574735
2029,171332.249548,119932.574735
2030,171332.249548,119932.574735
2031,171332.249548,119932.574735
