year,Base case diesel consumed,Modeled diesel efficiency
2019,69468.9238799,63153.5671636
2020,69627.3478797,63297.5889815
2021,69785.7718794,63441.6107995
2022,69944.1958791,63585.6326174
2023,70102.6198789,63729.6544353
2024,70261.0438786,63873.6762533
2025,70419.4678783,64017.6980712
2026,70577.891878,64161.7198891
2027,70657.1038779,64233.7307981
2028,70815.5278776,64377.752616
2029,70973.9518773,64521.7744339
2030,71132.3758771,64665.7962519
2031,71290.7998768,64809.8180698
2032,71449.2238765,64953.8398877
2033,71528.4358764,65025.8507967
2034,71686.8598761,65169.8726146
2035,71766.071876,65241.8835236
2036,71924.4958757,65385.9053415
2037,72003.7078756,65457.9162505
2038,72162.1318753,65601.9380684
