year,annotation,diesel generation efficiency
2002,,13.32
2003,,12.72
2004,,
2005,,
2006,,11.86
2007,,11.66
2008,,11.56
2009,,11.35
2010,,10.95
2011,,11.27
2012,,12.59
2013,,14.01
2014,start of forecast,12.62
2015,,12.62
2016,,12.62
2017,,12.62
2018,,12.62
2019,,12.62
2020,,12.62
2021,,12.62
2022,,12.62
2023,,12.62
2024,,12.62
2025,,12.62
2026,,12.62
2027,,12.62
2028,,12.62
2029,,12.62
2030,,12.62
2031,,12.62
2032,,12.62
2033,,12.62
2034,,12.62
2035,,12.62
2036,,12.62
2037,,12.62
2038,,12.62
2039,,12.62
2040,,12.62
