year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,69231.29,7525.07,103305.34,89386.32
2018,69310.5,7492.46,103305.34,91871.43
2019,69468.92,7458.78,103305.34,93113.99
2020,69627.35,7424.86,103305.34,95599.1
2021,69785.77,7391.32,103305.34,96841.65
2022,69944.2,7357.83,103305.34,99326.77
2023,70102.62,7324.69,103305.34,100569.32
2024,70261.04,7291.37,103305.34,103054.43
2025,70419.47,7258.37,103305.34,105539.54
2026,70577.89,7225.55,103305.34,106782.1
2027,70657.1,7193.5,103305.34,109267.21
2028,70815.53,7162.1,103305.34,110509.77
2029,70973.95,7127.31,103305.34,112994.88
2030,71132.38,7093.76,103305.34,114237.44
2031,71290.8,7061.73,103305.34,116722.55
2032,71449.22,7033.34,103305.34,117965.1
2033,71528.44,7006.35,103305.34,120450.21
2034,71686.86,6979.69,103305.34,121692.77
2035,71766.07,6952.49,103305.34,122935.33
2036,71924.5,6924.22,103305.34,124177.88
2037,72003.71,6894.88,103305.34,126662.99
2038,72162.13,6866.32,103305.34,127905.55
2039,72320.56,6839.75,103305.34,129148.1
2040,72399.77,6814.77,103305.34,131633.22
