year,Base case cost,Modeled diesel efficiency
2019,205628.014685,369983.196679
2020,218629.872342,377512.864821
2021,227501.616327,381388.435797
2022,234313.056195,383489.197977
2023,239750.959986,384437.184487
2024,243805.822259,384221.5065
2025,248580.72161,384751.858865
2026,254786.18968,386672.036034
2027,259311.571232,387152.076423
2028,263433.763705,387350.751848
2029,268991.277615,388937.439267
2030,273148.323368,389332.198795
2031,279459.935517,391764.976271
2032,285082.403267,393648.720985
2033,291120.734017,395986.169616
2034,297500.468486,398707.858931
2035,302135.162598,399915.290156
2036,308556.087307,402817.018791
2037,312496.09218,403532.16598
2038,318956.622889,406605.887987
