year,Base case cost,Modeled residential energy efficiency
2017,676843.486832,655916.125301
2018,731693.401972,699838.186824
2019,790438.319107,745122.491019
2020,835317.136771,782093.227853
2021,862366.068643,803030.477102
2022,896456.872412,831938.059706
2023,917317.776079,848253.934085
2024,946550.919985,873578.821206
2025,977629.780577,900518.363009
2026,1000920.46239,919148.494258
2027,1032789.52377,946989.715982
2028,1052020.38744,962535.343873
2029,1086181.80074,992486.416162
2030,1105876.47792,1008599.6806
2031,1142467.66936,1040793.10458
2032,1165991.20613,1060256.60968
2033,1203510.02459,1093474.35343
2034,1229377.44812,1115087.35565
2035,1252034.43006,1134113.10854
2036,1278417.20193,1156331.51123
