year,Base case cost,Modeled water and wastewater efficiency
2017,14160.8036527,9049.07563386
2018,18029.1118715,11670.6164045
2019,23613.4225479,15472.4114496
2020,26336.3416795,17308.3435561
2021,28201.3546697,18555.4463509
2022,29636.9600368,19508.2092112
2023,30644.1595758,20167.3200976
2024,31365.3323068,20630.6143424
2025,32372.847317,21291.4561776
2026,33523.5074134,22051.4041988
2027,34531.5863168,22714.0709173
2028,35396.9089858,23279.3198788
2029,36546.0465865,24040.2852319
2030,37123.8801069,24409.2923056
2031,38417.5562889,25270.8951361
