year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,11521.0,8518.87112292
2018,11521.0,8518.87112292
2019,11521.0,8518.87112292
2020,11521.0,8518.87112292
2021,11521.0,8518.87112292
2022,11521.0,8518.87112292
2023,11521.0,8518.87112292
2024,11521.0,8518.87112292
2025,11521.0,8518.87112292
2026,11521.0,8518.87112292
2027,11521.0,8518.87112292
2028,11521.0,8518.87112292
2029,11521.0,8518.87112292
2030,11521.0,8518.87112292
2031,11521.0,8518.87112292
2032,,
2033,,
2034,,
2035,,
2036,,
