year,Base case diesel consumed,Modeled diesel efficiency
2019,11639.449743,10581.3179481
2020,11639.449743,10581.3179481
2021,11380.7953042,10346.1775493
2022,11380.7953042,10346.1775493
2023,11380.7953042,10346.1775493
2024,11380.7953042,10346.1775493
2025,11380.7953042,10346.1775493
2026,11122.1408655,10111.0371505
2027,11122.1408655,10111.0371505
2028,11122.1408655,10111.0371505
2029,11122.1408655,10111.0371505
2030,11122.1408655,10111.0371505
2031,10863.4864268,9875.8967516
2032,10863.4864268,9875.8967516
2033,10863.4864268,9875.8967516
2034,10604.831988,9640.75635276
2035,10604.831988,9640.75635276
2036,10604.831988,9640.75635276
2037,10604.831988,9640.75635276
2038,10346.1775493,9405.61595391
