year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,31661.85,40677.25,21324.33,-17501.04,-6922.7,-30512.66
2018,34085.0,43787.84,22413.34,-16055.89,-6352.3,-27998.54
2019,37584.39,48280.92,23986.36,-13970.97,-5528.38,-24367.03
2020,39290.53,50469.86,24752.7,-12954.19,-5126.99,-22597.84
2021,40459.02,51967.55,25277.04,-12257.67,-4852.35,-21387.33
2022,41358.51,53119.62,25680.38,-11721.55,-4641.09,-20456.18
2023,41989.45,53926.07,25962.71,-11345.29,-4493.21,-19804.37
2024,42441.12,54502.11,26164.38,-11075.79,-4387.58,-19338.79
2025,43072.49,55308.56,26446.72,-10699.64,-4239.7,-18686.98
2026,43793.8,56230.21,26769.39,-10270.3,-4070.69,-17942.06
2027,44425.82,57036.66,19856.98,-9894.23,-3922.8,-14408.54
2028,44968.41,57727.91,20034.62,-9571.5,-3796.05,-13942.96
2029,45689.37,58649.56,20271.47,-9143.32,-3627.04,-13322.19
2030,46051.87,59110.39,20389.9,-8927.99,-3542.54,-13011.8
2031,46863.83,60147.26,20656.35,-8446.27,-3352.4,-12313.44
2032,,,20893.21,,,-11692.67
2033,,,21159.66,,,-10994.3
2034,,,21426.12,,,-10295.93
2035,,,21603.76,,,-9830.36
2036,,,21870.22,,,-9131.99
