year,Base case diesel consumed,Modeled residential ashp
2017,7179.08723643,3145.71015282
2018,7179.08723643,3145.71015282
2019,7179.08723643,3145.71015282
2020,7179.08723643,3145.71015282
2021,7179.08723643,3145.71015282
2022,7179.08723643,3145.71015282
2023,7179.08723643,3145.71015282
2024,7179.08723643,3145.71015282
2025,7179.08723643,3145.71015282
2026,7179.08723643,3145.71015282
2027,5269.7183691,1236.34128548
2028,5269.7183691,1236.34128548
2029,5269.7183691,1236.34128548
2030,5269.7183691,1236.34128548
2031,5269.7183691,1236.34128548
