year,Base case cost,Modeled diesel efficiency
2019,30728.1473214,176726.183839
2020,32939.6427726,175249.333363
2021,33687.1541005,172523.321844
2022,34825.2336309,170232.190309
2023,35621.8893022,167708.620704
2024,36190.9290674,165054.247899
2025,36987.5847387,162681.134939
2026,37036.7290821,159701.060263
2027,37815.2789427,157454.974117
2028,38482.6073946,155177.008649
2029,39372.3786639,153168.872403
2030,39817.2642985,150822.318566
2031,39868.9951862,148182.827755
2032,40738.0741004,146349.34591
2033,41715.7878788,144676.11255
2034,41676.989713,142138.825821
2035,42313.2796322,140273.896511
2036,43267.7145112,138755.456483
2037,43904.0044305,137003.718183
2038,43764.3310335,134601.172369
