year,population
2003,31.0
2004,30.0
2005,25.0
2006,36.0
2007,34.0
2008,15.0
2009,8.0
2010,13.0
2011,12.0
2012,12.0
2013,12.0
2014,11.0
2015,11.0
2016,11.0
2017,11.0
2018,11.0
2019,11.0
2020,11.0
2021,11.0
2022,11.0
2023,11.0
2024,11.0
2025,10.0
2026,10.0
2027,10.0
2028,10.0
2029,10.0
2030,10.0
2031,10.0
2032,10.0
2033,9.0
2034,9.0
2035,9.0
2036,9.0
2037,9.0
2038,9.0
2039,9.0
2040,8.0
