year,Base case cost,Modeled diesel efficiency
2019,7323901.13726,8470046.97553
2020,7836272.82176,8893371.71991
2021,8167807.44114,9153294.46898
2022,8439063.03882,9359390.11583
2023,8650221.25436,9511801.00599
2024,8800921.97308,9610177.51474
2025,8981951.4369,9737030.86341
2026,9223077.64997,9919401.65704
2027,9404119.77161,10048013.8662
2028,9554826.81923,10149891.8181
2029,9766021.74242,10307582.0712
2030,9916940.17547,10411279.5416
2031,10128151.5538,10570573.9624
2032,10369515.7337,10758046.8007
2033,10610667.2624,10946075.1275
2034,10882191.2056,11162445.9984
2035,11033145.7134,11269922.4104
2036,11304689.9092,11487723.1933
2037,11455659.6064,11596591.8328
2038,11697076.9491,11788350.6797
