year,Base case diesel consumed,Modeled residential ashp
2017,856524.276619,60802.6492965
2018,857581.960204,61860.3328809
2019,858639.643788,62918.0164653
2020,858639.643788,62918.0164653
2021,858639.643788,62918.0164653
2022,856524.276619,60802.6492965
2023,854408.90945,58687.2821277
2024,851235.858697,55514.2313746
2025,847005.12436,51283.497037
2026,844889.757191,49168.1298683
2027,840659.022853,44937.3955307
2028,836428.288516,40706.6611932
2029,831139.870594,35418.2432712
2030,825851.452672,30129.8253493
2031,820563.03475,24841.4074274
