year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,3013951.09,17442.2,1765880.25,795721.63
2018,3013951.09,17454.12,1765880.25,796704.23
2019,3013951.09,17465.57,1765880.25,797686.83
2020,3013951.09,17470.88,1765880.25,797686.83
2021,3013951.09,17461.66,1765880.25,797686.83
2022,3013951.09,17441.46,1765880.25,795721.63
2023,3014014.37,17412.91,1765880.25,793756.43
2024,3014014.37,17374.62,1765880.25,790808.62
2025,3014077.66,17330.38,1765880.25,786878.22
2026,3014077.66,17296.23,1765880.25,784913.02
2027,3014140.95,17251.69,1765880.25,780982.61
2028,3014140.95,17198.26,1765880.25,777052.21
2029,3014204.24,17134.94,1765880.25,772139.2
2030,3014267.53,17067.48,1765880.25,767226.2
2031,3014330.82,17001.77,1765880.25,762313.19
2032,3014394.11,,,756417.58
2033,3014394.11,,,752487.18
2034,3014457.4,,,748556.77
2035,3014520.69,,,742661.17
2036,3014583.98,,,737748.16
