year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,571068.27,29653800.0,29653800.0
2004,,571068.27,30806710.0,30806710.0
2005,,571068.27,36558474.0,36558474.0
2006,,571068.27,39472458.0,39472458.0
2007,,571068.27,38389955.0,38389955.0
2008,,571068.27,37646196.0,37646196.0
2009,,571068.27,38716137.0,38716137.0
2010,,571068.27,38009109.0,38009109.0
2011,,571068.27,44319659.0,44319659.0
2012,,571068.27,45269996.0,45269996.0
2013,,571068.27,46408269.0,46408269.0
2014,,571068.27,47999893.0,47999893.0
2015,,571068.27,47976249.0,47976249.0
2016,start of forecast,571068.27,47623000.0,47623000.0
2017,,571068.27,47622000.0,47622000.0
2018,,571068.27,47622000.0,47622000.0
2019,,571068.27,47622000.0,47622000.0
2020,,571068.27,47622000.0,47622000.0
2021,,571068.27,47622000.0,47622000.0
2022,,571068.27,47622000.0,47622000.0
2023,,571068.27,47623000.0,47623000.0
2024,,571068.27,47623000.0,47623000.0
2025,,571068.27,47624000.0,47624000.0
2026,,571068.27,47624000.0,47624000.0
2027,,571068.27,47625000.0,47625000.0
2028,,571068.27,47625000.0,47625000.0
2029,,571068.27,47626000.0,47626000.0
2030,,571068.27,47627000.0,47627000.0
2031,,571068.27,47628000.0,47628000.0
2032,,571068.27,47629000.0,47629000.0
2033,,571068.27,47629000.0,47629000.0
2034,,571068.27,47630000.0,47630000.0
2035,,571068.27,47631000.0,47631000.0
2036,,571068.27,47632000.0,47632000.0
2037,,571068.27,47633000.0,47633000.0
2038,,571068.27,47634000.0,47634000.0
2039,,571068.27,47635000.0,47635000.0
2040,,571068.27,47636000.0,47636000.0
