year,Base case cost,Modeled residential energy efficiency
2017,4570875.77184,5008996.23004
2018,4877587.32696,5224038.99203
2019,5301116.55131,5531231.3522
2020,5498502.2845,5660899.12101
2021,5626222.46479,5736647.14568
2022,5717659.97041,5781734.19573
2023,5785494.17116,5808826.36507
2024,5823194.65517,5811380.27698
2025,5865185.49828,5816224.46079
2026,5943104.80886,5852457.03208
2027,5983842.3034,5857066.14703
2028,6012601.0419,5852715.44561
2029,6056225.69007,5858655.19278
2030,6076519.50044,5846787.91009
2031,6118373.11259,5851882.74122
2032,6162923.15141,5857593.21558
2033,6221187.93494,5877454.8065
2034,6289510.58159,5905272.77654
2035,6297947.24869,5883731.43773
2036,6356456.25517,5902558.32746
