year,Base case cost,Modeled non-residential energy efficiency
2017,22549236.2744,19824535.6086
2018,23700177.3802,20749275.4599
2019,25293788.142,22048589.6042
2020,26046326.5574,22639336.1391
2021,26533263.179,23007025.1727
2022,26931665.8695,23301027.8067
2023,27241534.6288,23521320.3392
2024,27462869.4568,23667879.6238
2025,27728471.2504,23852729.5859
2026,28082606.9753,24113196.9942
2027,28348208.7689,24299864.9196
2028,28569543.597,24450061.1535
2029,28879412.3562,24675811.6667
2030,29100747.1843,24827701.0109
2031,29410615.9435,25055104.9521
