year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,44119.45,4466734.78,2106387.22,82073.66,18082501.49,2464488.56
2018,48687.68,4925863.65,2316131.4,85272.67,18774313.73,2561455.93
2019,55007.24,5561580.54,2606155.22,89682.97,19732207.61,2694961.33
2020,57994.01,5861780.18,2741761.98,91767.09,20184546.38,2756740.31
2021,59884.17,6056027.01,2829507.53,93048.01,20477236.17,2796714.94
2022,61384.62,6214956.23,2894151.63,94025.87,20716709.64,2823508.34
2023,62503.07,6338567.85,2942566.86,94714.01,20902966.78,2842927.31
2024,63234.34,6426861.86,2971179.37,95104.53,21036007.6,2852015.29
2025,64113.16,6532814.67,3003624.98,95579.22,21195656.58,2861560.52
2026,65370.51,6674085.09,3058916.57,96346.42,21408521.88,2884188.24
2027,66237.29,6780037.91,3090458.18,96811.77,21568170.86,2893384.12
2028,66892.06,6868331.92,3113757.63,97103.39,21701211.68,2898843.41
2029,67845.24,6991943.54,3148120.27,97571.59,21887468.82,2908105.42
2030,68431.49,7080237.55,3166450.56,97773.18,22020509.64,2910068.94
2031,69358.17,7203849.17,3199535.82,98215.66,22206766.78,2918837.29
2032,,,3235304.54,,,2927618.62
2033,,,3278692.62,,,2942495.32
2034,,,3328937.4,,,2960573.18
2035,,,3339851.87,,,2958095.38
2036,,,3384154.72,,,2972301.53
