year,Base case cost,Modeled non-residential energy efficiency
2017,283535.475688,300809.103752
2018,298645.334308,313685.420637
2019,320007.548219,332356.819619
2020,329907.110763,340474.234923
2021,337201.525269,346211.333206
2022,342411.821345,350048.392605
2023,346059.028598,352465.70438
2024,348664.176636,353943.572591
2025,352311.383889,356404.826665
2026,356479.62075,359368.120136
2027,360126.828003,361871.280855
2028,363253.005648,363913.823547
2029,367421.242509,366937.787171
2030,369505.360939,368057.683223
2031,374194.627407,371600.598338
