year,Base case cost,Modeled water and wastewater efficiency
2017,43385.0192549,24448.7394004
2018,45741.1297705,25779.8444058
2019,49061.6012807,27667.0806507
2020,50608.5254337,28491.1567597
2021,51743.3050133,29104.1581215
2022,52554.1818187,29529.7792331
2023,53122.4094868,29815.6859807
2024,53529.8039817,30002.5652697
2025,54096.8505129,30280.5856444
2026,54743.0225368,30602.3304026
2027,55308.1304119,30873.5706772
2028,55793.4882395,31079.1658902
2029,56436.0251007,31391.1497454
2030,56758.2163871,31518.2794472
2031,57477.9891375,31871.4365694
