year,Base case diesel consumed,Modeled diesel efficiency
2019,43656.9040304,39688.0945731
2020,43943.4920218,39948.6291107
2021,44134.5506828,40122.3188025
2022,44325.6093437,40296.0084943
2023,44421.1386742,40382.8533402
2024,44612.1973352,40556.543032
2025,44803.2559961,40730.2327238
2026,44994.3146571,40903.9224156
2027,45185.3733181,41077.6121073
2028,45471.9613095,41338.146645
2029,45663.0199705,41511.8363368
2030,45854.0786314,41685.5260286
2031,46045.1372924,41859.2157204
2032,46331.7252839,42119.7502581
2033,46522.7839448,42293.4399498
2034,46809.3719363,42553.9744875
2035,47000.4305972,42727.6641793
2036,47191.4892582,42901.3538711
2037,47382.5479192,43075.0435629
2038,47669.1359106,43335.5781006
