year,Base case cost,Modeled diesel efficiency
2019,140575.230978,306218.891067
2020,149847.307794,310466.257437
2021,156677.654924,312591.880351
2022,161788.474105,313250.009716
2023,165246.635868,312499.193643
2024,168187.983954,311369.826618
2025,172044.503025,311161.573532
2026,176377.713456,311473.727313
2027,180289.639539,311487.906141
2028,184161.443304,311548.628498
2029,188588.272478,312194.99207
2030,191211.507893,311280.897456
2031,196152.284866,312550.975672
2032,201079.687732,313884.400411
2033,206095.932876,315372.325968
2034,211578.361152,317356.061367
2035,215261.972135,317774.827605
2036,220384.254836,319570.148414
2037,223645.626178,319740.793352
2038,229288.54373,322141.970257
