year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,27516.9,169411.14,380300.12,15868.12,114124.33,298581.81
2018,29070.73,179819.55,406910.51,16670.4,118825.79,315083.28
2019,31300.63,194534.87,442879.23,17760.97,125472.68,337144.55
2020,32121.79,201354.17,463489.11,18486.73,128552.94,349966.23
2021,32761.91,206378.91,480763.6,18981.39,130822.61,360770.33
2022,33172.15,209968.01,495300.62,19382.03,132443.81,369923.68
2023,33412.78,212480.39,500620.91,19709.63,133578.64,373093.34
2024,33514.75,214274.94,511595.54,20015.05,134389.24,380108.75
2025,33724.64,216787.31,524241.59,20372.21,135524.07,388110.01
2026,33982.0,219658.59,537831.46,20761.03,136821.03,396661.53
2027,34166.93,222170.97,550791.0,21141.21,137955.86,404829.02
2028,34215.61,224324.43,563087.8,21577.88,138928.58,412595.28
2029,34438.41,227195.71,584727.7,21997.62,140225.53,426362.43
2030,34435.8,228631.35,595677.37,22322.42,140874.01,433314.78
2031,34698.57,231861.55,611000.19,22779.42,142333.08,442834.97
2032,,,625649.45,,,451948.2
2033,,,641350.62,,,461668.99
2034,,,657246.38,,,471492.96
2035,,,670635.0,,,479838.13
2036,,,686887.49,,,489851.25
