year,Base case diesel consumed,Modeled residential ashp
2017,81766.2972078,11167.1564014
2018,83018.301463,12419.1606566
2019,84270.3057182,13671.1649118
2020,85522.3099735,14923.169167
2021,86774.3142287,16175.1734223
2022,88026.3184839,17427.1776775
2023,88026.3184839,17427.1776775
2024,89278.3227391,18679.1819327
2025,90530.3269944,19931.186188
2026,91782.3312496,21183.1904432
2027,93034.3355048,22435.1946984
2028,94286.33976,23687.1989536
2029,96790.3482705,26191.2074641
2030,98042.3525257,27443.2117193
2031,99294.356781,28695.2159746
