year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,6834.18,377836.0,377836.0
2004,,6834.18,371616.0,371616.0
2005,,6834.18,382296.0,382296.0
2006,,6834.18,391399.0,391399.0
2007,,6834.18,388648.0,388648.0
2008,,6834.18,321769.0,321769.0
2009,,6834.18,399520.0,399520.0
2010,,6834.18,428093.0,428093.0
2011,,6834.18,428754.0,428754.0
2012,,6834.18,509097.0,509097.0
2013,,6834.18,459680.0,459680.0
2014,,6834.18,443881.0,443881.0
2015,,6834.18,475480.0,475480.0
2016,start of forecast,6834.18,452000.0,452000.0
2017,,6834.18,453000.0,453000.0
2018,,6834.18,455000.0,455000.0
2019,,6834.18,457000.0,457000.0
2020,,6834.18,460000.0,460000.0
2021,,6834.18,462000.0,462000.0
2022,,6834.18,464000.0,464000.0
2023,,6834.18,465000.0,465000.0
2024,,6834.18,467000.0,467000.0
2025,,6834.18,469000.0,469000.0
2026,,6834.18,471000.0,471000.0
2027,,6834.18,473000.0,473000.0
2028,,6834.18,476000.0,476000.0
2029,,6834.18,478000.0,478000.0
2030,,6834.18,480000.0,480000.0
2031,,6834.18,482000.0,482000.0
2032,,6834.18,485000.0,485000.0
2033,,6834.18,487000.0,487000.0
2034,,6834.18,490000.0,490000.0
2035,,6834.18,492000.0,492000.0
2036,,6834.18,494000.0,494000.0
2037,,6834.18,496000.0,496000.0
2038,,6834.18,499000.0,499000.0
2039,,6834.18,501000.0,501000.0
2040,,6834.18,504000.0,504000.0
