year,Base case cost,Modeled residential energy efficiency
2017,11124524.2677,11026513.1677
2018,11720380.0895,11471030.0056
2019,12623440.2708,12178193.3658
2020,13015349.0784,12458418.4958
2021,13301077.3141,12660968.6062
2022,13485727.3673,12777007.6854
2023,13568426.6647,12802167.3267
2024,13621984.41,12805761.254
2025,13720112.7199,12851044.9798
2026,13814056.0913,12882287.4693
2027,13898116.0064,12911180.1475
2028,13935140.8349,12900557.9736
2029,14131552.9436,13039426.5435
2030,14210109.0976,13078375.7129
2031,14354247.3617,13162542.9728
2032,14394664.3688,13143497.1693
2033,14399506.5316,13089372.8039
2034,14384322.1661,13012225.8264
2035,14268689.0021,12852507.0171
2036,14316679.1828,12839470.0771
