year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,1549604.0,1145799.96377
2018,1549604.0,1145799.96377
2019,1549604.0,1145799.96377
2020,1549604.0,1145799.96377
2021,1549604.0,1145799.96377
2022,1549604.0,1145799.96377
2023,1549604.0,1145799.96377
2024,1549604.0,1145799.96377
2025,1549604.0,1145799.96377
2026,1549604.0,1145799.96377
2027,1549604.0,1145799.96377
2028,1549604.0,1145799.96377
2029,1549604.0,1145799.96377
2030,1549604.0,1145799.96377
2031,1549604.0,1145799.96377
2032,,
2033,,
2034,,
2035,,
2036,,
