year,annotation,consumption kWh,residential kWh,non-residential kWh
2007,,250129.0,50236.0,199893.0
2008,,252290.0,53521.0,198769.0
2009,start of forecast,250271.0,50940.0,199331.0
2010,,252148.0,52817.0,199331.0
2011,,251789.0,52458.0,199331.0
2012,,251751.0,52420.0,199331.0
2013,,251750.0,52419.0,199331.0
2014,,251726.0,52395.0,199331.0
2015,,251698.0,52367.0,199331.0
2016,,251632.0,52301.0,199331.0
2017,,251558.0,52227.0,199331.0
2018,,251484.0,52153.0,199331.0
2019,,251409.0,52078.0,199331.0
2020,,251330.0,51999.0,199331.0
2021,,251237.0,51906.0,199331.0
2022,,251175.0,51844.0,199331.0
2023,,251128.0,51797.0,199331.0
2024,,251074.0,51743.0,199331.0
2025,,251007.0,51676.0,199331.0
2026,,250923.0,51592.0,199331.0
2027,,250833.0,51502.0,199331.0
2028,,250739.0,51408.0,199331.0
2029,,250650.0,51319.0,199331.0
2030,,250558.0,51227.0,199331.0
2031,,250469.0,51138.0,199331.0
2032,,250376.0,51045.0,199331.0
2033,,250290.0,50959.0,199331.0
2034,,250203.0,50872.0,199331.0
2035,,250120.0,50789.0,199331.0
2036,,250040.0,50709.0,199331.0
2037,,249953.0,50622.0,199331.0
2038,,249883.0,50552.0,199331.0
2039,,249816.0,50485.0,199331.0
2040,,249752.0,50421.0,199331.0
