year,Base case cost,Modeled water and wastewater efficiency
2017,56896.3072458,43114.2535728
2018,60656.8057323,45524.2719505
2019,65858.6115403,48900.9465394
2020,68301.502233,50434.8378542
2021,70007.6374409,51478.5870925
2022,71281.3814431,52234.9917173
2023,72162.6797257,52730.9352323
2024,72878.9997325,53118.8551321
2025,73754.4118839,53615.5622675
2026,74814.4205817,54238.1779221
2027,75692.3345907,54741.1747758
2028,76425.1483334,55149.1883611
2029,77410.7988662,55728.264215
2030,78015.494297,56054.4728826
2031,79100.3246485,56703.7388555
