year,Base case cost,Modeled residential energy efficiency
2017,146471.349228,143558.352324
2018,153055.010866,149760.194415
2019,162163.571483,158374.224628
2020,166441.457524,162378.832579
2021,169429.503653,165154.022985
2022,171660.578097,167208.423689
2023,173204.40193,168608.547416
2024,187300.912317,182576.198737
2025,188949.152502,184084.600514
2026,190945.235583,185927.791106
2027,192598.827197,187444.569648
2028,193979.495923,188701.527247
2029,195836.441845,190416.167627
2030,196976.296259,191445.515383
2031,199020.542202,193342.498085
2032,214855.714466,209032.060071
2033,217070.430891,211101.202761
2034,219411.048509,213292.632289
2035,220853.189437,214622.41793
2036,223188.084273,216810.977337
