year,Base case cost,Modeled diesel efficiency
2019,82265.3048781,224964.776299
2020,87136.4634147,225873.302186
2021,90538.9024389,225529.123836
2022,93079.390244,224481.915303
2023,94837.3170731,222801.961357
2024,96266.3414635,220899.834926
2025,98012.9268293,219361.429362
2026,100128.109756,218231.383053
2027,101880.365854,216842.95652
2028,103343.414634,215261.490514
2029,104933.699187,213863.931894
2030,106137.235772,212181.42342
2031,108295.691057,211432.100167
2032,110448.495935,210741.192256
2033,112635.203252,210143.167331
2034,114946.219512,209718.758523
2035,116370.121951,208547.070078
2036,118675.487805,208234.512286
2037,120099.390244,207177.069711
2038,122427.357724,206996.627078
