year,Base case cost,Modeled non-residential energy efficiency
2017,391105.571756,388878.480345
2018,416661.459896,412413.627547
2019,452018.282443,445245.558604
2020,468623.810364,460335.81719
2021,480222.549307,470699.674286
2022,488882.941052,478295.532583
2023,494875.622839,483379.336835
2024,499747.093196,487415.241531
2025,505701.112521,492489.815924
2026,512911.661897,498767.497712
2027,518885.012453,503886.491998
2028,523872.470199,508084.475529
2029,530580.407555,513924.005196
2030,534697.95988,517322.535184
2031,542082.490341,523826.528275
